,label,gry,b,g,r,h,s,v,l,a,bl,gry_std,b_std,g_std,r_std,h_std,s_std,v_std,l_std,a_std,bl_std,gry_min,b_min,g_min,r_min,h_min,s_min,v_min,l_min,a_min,bl_min,orb_gry1,orb_gry2,orb_gry3,orb_gry4,orb_gry5,orb_gry6,orb_gry7,orb_gry8,orb_gry9,orb_gry10,orb_gry11,orb_gry12,orb_gry13,orb_gry14,orb_gry15,orb_gry16,orb_gry17,orb_gry18,orb_gry19,orb_gry20,orb_b1,orb_b2,orb_b3,orb_b4,orb_b5,orb_b6,orb_b7,orb_b8,orb_b9,orb_b10,orb_b11,orb_b12,orb_b13,orb_b14,orb_b15,orb_b16,orb_b17,orb_b18,orb_b19,orb_b20,orb_g1,orb_g2,orb_g3,orb_g4,orb_g5,orb_g6,orb_g7,orb_g8,orb_g9,orb_g10,orb_g11,orb_g12,orb_g13,orb_g14,orb_g15,orb_g16,orb_g17,orb_g18,orb_g19,orb_g20,orb_r1,orb_r2,orb_r3,orb_r4,orb_r5,orb_r6,orb_r7,orb_r8,orb_r9,orb_r10,orb_r11,orb_r12,orb_r13,orb_r14,orb_r15,orb_r16,orb_r17,orb_r18,orb_r19,orb_r20,orb_l1,orb_l2,orb_l3,orb_l4,orb_l5,orb_l6,orb_l7,orb_l8,orb_l9,orb_l10,orb_l11,orb_l12,orb_l13,orb_l14,orb_l15,orb_l16,orb_l17,orb_l18,orb_l19,orb_l20,orb_a1,orb_a2,orb_a3,orb_a4,orb_a5,orb_a6,orb_a7,orb_a8,orb_a9,orb_a10,orb_a11,orb_a12,orb_a13,orb_a14,orb_a15,orb_a16,orb_a17,orb_a18,orb_a19,orb_a20,orb_bl1,orb_bl2,orb_bl3,orb_bl4,orb_bl5,orb_bl6,orb_bl7,orb_bl8,orb_bl9,orb_bl10,orb_bl11,orb_bl12,orb_bl13,orb_bl14,orb_bl15,orb_bl16,orb_bl17,orb_bl18,orb_bl19,orb_bl20,orb_h1,orb_h2,orb_h3,orb_h4,orb_h5,orb_h6,orb_h7,orb_h8,orb_h9,orb_h10,orb_h11,orb_h12,orb_h13,orb_h14,orb_h15,orb_h16,orb_h17,orb_h18,orb_h19,orb_h20,orb_s1,orb_s2,orb_s3,orb_s4,orb_s5,orb_s6,orb_s7,orb_s8,orb_s9,orb_s10,orb_s11,orb_s12,orb_s13,orb_s14,orb_s15,orb_s16,orb_s17,orb_s18,orb_s19,orb_s20,orb_v1,orb_v2,orb_v3,orb_v4,orb_v5,orb_v6,orb_v7,orb_v8,orb_v9,orb_v10,orb_v11,orb_v12,orb_v13,orb_v14,orb_v15,orb_v16,orb_v17,orb_v18,orb_v19,orb_v20
611,4,70.6559952244274,34.08264091072655,84.76094333913925,56.92279763511027,46.577132857411534,154.48777894986466,84.78536908470917,83.57461423349606,107.64157855571638,153.8153799605852,13.131117846347008,13.344831560303428,13.17460660211206,14.309138706387351,2.8042445284198143,25.798674795536236,13.295871448842142,13.912262893690901,2.86550144697166,4.000759229038628,34.0,1.0,47.0,17.0,22.0,28.0,47.0,42.0,97.0,136.0,12.0,15.0,5.0,4.0,9.0,3.0,8.0,15.0,10.0,16.0,21.0,14.0,11.0,7.0,9.0,12.0,3.0,7.0,9.0,13.0,8.0,5.0,15.0,9.0,11.0,13.0,10.0,11.0,14.0,20.0,16.0,9.0,3.0,9.0,8.0,9.0,13.0,7.0,8.0,12.0,14.0,7.0,18.0,39.0,8.0,7.0,24.0,10.0,6.0,3.0,19.0,12.0,30.0,9.0,9.0,0.0,9.0,10.0,24.0,1.0,20.0,9.0,8.0,2.0,7.0,21.0,10.0,21.0,29.0,6.0,11.0,12.0,15.0,8.0,12.0,10.0,8.0,13.0,8.0,3.0,8.0,19.0,18.0,31.0,18.0,7.0,6.0,26.0,11.0,7.0,42.0,11.0,6.0,4.0,10.0,13.0,4.0,3.0,13.0,5.0,24.0,6.0,0.0,4.0,12.0,1.0,5.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,0.0,2.0,9.0,4.0,11.0,10.0,7.0,1.0,28.0,8.0,4.0,10.0,0.0,38.0,0.0,29.0,0.0,0.0,3.0,8.0,23.0,1.0,0.0,10.0,9.0,0.0,5.0,0.0,5.0,0.0,4.0,0.0,6.0,4.0,2.0,0.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,3.0,10.0,18.0,9.0,27.0,40.0,43.0,16.0,18.0,28.0,23.0,13.0,24.0,16.0,13.0,15.0,24.0,28.0,30.0,19.0,34.0,18.0,24.0,11.0,23.0,16.0,36.0,14.0,12.0,8.0,12.0,3.0,13.0,2.0,23.0,10.0,7.0,26.0,4.0,1.0,8.0,6.0
612,2,87.97606461745569,52.01322414179942,100.0547543190487,78.01397801211577,43.83665245680951,124.55591204846307,100.15282477002468,100.83995961409019,110.62171864482836,152.4429032981826,15.256799971924156,15.252634920386784,15.033877514915881,17.110184104298256,3.719651602579413,25.47975583735873,15.071065557468117,15.945046299764144,3.3429513425301023,4.475039844403836,23.0,1.0,25.0,18.0,8.0,39.0,28.0,24.0,100.0,132.0,32.0,23.0,24.0,12.0,16.0,10.0,17.0,32.0,13.0,16.0,11.0,9.0,28.0,15.0,21.0,32.0,20.0,12.0,11.0,24.0,23.0,14.0,25.0,14.0,17.0,17.0,22.0,26.0,22.0,31.0,22.0,30.0,10.0,3.0,15.0,18.0,17.0,26.0,19.0,24.0,15.0,6.0,14.0,33.0,24.0,9.0,4.0,10.0,27.0,10.0,26.0,32.0,31.0,23.0,11.0,14.0,9.0,44.0,23.0,36.0,4.0,25.0,14.0,31.0,35.0,16.0,25.0,32.0,11.0,29.0,19.0,16.0,18.0,11.0,35.0,20.0,23.0,31.0,19.0,21.0,23.0,23.0,17.0,37.0,13.0,15.0,11.0,6.0,5.0,23.0,33.0,22.0,28.0,16.0,9.0,25.0,20.0,30.0,15.0,28.0,1.0,14.0,6.0,9.0,27.0,3.0,3.0,12.0,5.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,5.0,12.0,13.0,15.0,3.0,15.0,2.0,9.0,15.0,5.0,11.0,4.0,12.0,3.0,23.0,0.0,1.0,2.0,18.0,0.0,10.0,0.0,22.0,16.0,1.0,2.0,29.0,6.0,7.0,8.0,27.0,0.0,4.0,8.0,7.0,36.0,5.0,1.0,0.0,11.0,3.0,6.0,8.0,1.0,9.0,21.0,27.0,24.0,34.0,52.0,26.0,13.0,26.0,27.0,24.0,17.0,22.0,33.0,16.0,33.0,7.0,26.0,21.0,42.0,7.0,14.0,24.0,31.0,51.0,8.0,12.0,25.0,14.0,14.0,13.0,37.0,25.0,10.0,13.0,25.0,13.0,18.0,15.0,18.0
613,2,93.67549296946501,42.61620663116732,110.86228055578668,79.41243031866213,43.93320991763042,158.4101422747317,110.87173953739912,109.79553727431566,104.46390610699726,161.56193838921706,12.505845513818267,12.811245104819866,12.167219900645144,14.467366420610722,2.57450966789158,21.535780443465537,12.208270490673954,12.688460684398446,2.554393574704285,3.6839139345347673,36.0,1.0,46.0,25.0,20.0,27.0,46.0,43.0,96.0,138.0,10.0,11.0,19.0,3.0,6.0,6.0,8.0,12.0,11.0,11.0,15.0,9.0,23.0,15.0,21.0,19.0,13.0,17.0,16.0,12.0,45.0,8.0,16.0,12.0,15.0,12.0,15.0,31.0,17.0,36.0,41.0,5.0,5.0,6.0,8.0,19.0,14.0,18.0,8.0,11.0,2.0,15.0,40.0,39.0,12.0,11.0,6.0,10.0,4.0,7.0,8.0,53.0,41.0,13.0,11.0,7.0,11.0,16.0,7.0,7.0,12.0,11.0,38.0,5.0,12.0,10.0,57.0,9.0,45.0,5.0,10.0,27.0,8.0,7.0,11.0,19.0,5.0,20.0,8.0,11.0,6.0,27.0,8.0,31.0,36.0,7.0,22.0,12.0,4.0,15.0,56.0,5.0,13.0,5.0,13.0,8.0,8.0,10.0,10.0,25.0,4.0,7.0,52.0,42.0,4.0,0.0,10.0,9.0,10.0,5.0,0.0,0.0,0.0,3.0,6.0,2.0,10.0,9.0,15.0,4.0,5.0,6.0,3.0,32.0,28.0,6.0,18.0,1.0,36.0,1.0,42.0,2.0,2.0,5.0,7.0,0.0,7.0,0.0,17.0,18.0,0.0,6.0,1.0,6.0,7.0,2.0,1.0,0.0,5.0,7.0,2.0,0.0,2.0,0.0,10.0,4.0,0.0,0.0,7.0,3.0,28.0,24.0,23.0,37.0,20.0,26.0,16.0,17.0,27.0,23.0,31.0,27.0,16.0,30.0,18.0,33.0,14.0,20.0,36.0,22.0,8.0,9.0,30.0,5.0,38.0,8.0,9.0,13.0,34.0,24.0,6.0,13.0,8.0,23.0,9.0,50.0,13.0,8.0,6.0,7.0
614,4,79.39456002095658,49.04347180685018,90.53623523761705,69.13251107860901,45.68783426837521,117.6009037525377,90.54505883123406,91.22919077037264,111.6521993494728,149.2311729136196,11.078922394967787,11.668881624377036,11.303487678748489,11.967865966162467,2.6830994543544118,23.861354608739013,11.353171260779073,11.865797930039639,2.7468520853479106,4.524276832733121,34.0,2.0,46.0,21.0,17.0,17.0,46.0,41.0,98.0,133.0,12.0,14.0,4.0,5.0,7.0,1.0,16.0,11.0,14.0,4.0,6.0,13.0,15.0,9.0,22.0,14.0,7.0,9.0,3.0,10.0,44.0,22.0,13.0,13.0,11.0,7.0,18.0,21.0,20.0,56.0,30.0,19.0,4.0,0.0,7.0,8.0,7.0,15.0,10.0,15.0,11.0,12.0,32.0,28.0,8.0,6.0,7.0,8.0,12.0,5.0,28.0,37.0,49.0,22.0,4.0,6.0,6.0,20.0,12.0,6.0,5.0,7.0,30.0,9.0,15.0,19.0,57.0,12.0,27.0,12.0,11.0,21.0,14.0,6.0,22.0,14.0,10.0,30.0,8.0,8.0,8.0,31.0,24.0,29.0,33.0,12.0,13.0,8.0,4.0,13.0,38.0,16.0,12.0,4.0,10.0,13.0,2.0,12.0,11.0,41.0,2.0,12.0,7.0,14.0,5.0,15.0,13.0,24.0,7.0,0.0,2.0,4.0,3.0,1.0,7.0,6.0,3.0,10.0,13.0,57.0,10.0,5.0,9.0,38.0,26.0,21.0,2.0,2.0,31.0,0.0,34.0,5.0,0.0,2.0,23.0,1.0,15.0,1.0,6.0,14.0,0.0,11.0,1.0,0.0,6.0,0.0,1.0,0.0,4.0,2.0,0.0,1.0,3.0,0.0,7.0,8.0,0.0,0.0,8.0,4.0,51.0,9.0,19.0,80.0,41.0,10.0,18.0,35.0,19.0,6.0,26.0,7.0,15.0,9.0,15.0,13.0,16.0,8.0,70.0,33.0,13.0,14.0,34.0,16.0,30.0,7.0,5.0,9.0,33.0,22.0,25.0,10.0,16.0,27.0,5.0,26.0,7.0,7.0,9.0,8.0
615,3,78.53331036820751,50.646468291722705,90.14979823496606,66.40752709338058,48.17752042255832,113.4607132311932,90.15721815775947,90.38496112332271,110.91863237207878,147.95253327209298,14.002432719776756,12.703749709584924,14.387745801347778,14.404212815705199,2.9821769904520963,17.51484413021771,14.418774802987773,15.199222920907431,2.101911469330078,2.8242976594545937,32.0,10.0,39.0,19.0,18.0,31.0,41.0,36.0,101.0,133.0,11.0,13.0,5.0,3.0,5.0,2.0,12.0,12.0,10.0,7.0,16.0,7.0,13.0,16.0,14.0,16.0,21.0,15.0,7.0,9.0,9.0,37.0,8.0,18.0,8.0,8.0,17.0,13.0,21.0,13.0,14.0,14.0,13.0,4.0,15.0,16.0,12.0,13.0,12.0,2.0,3.0,8.0,13.0,26.0,10.0,8.0,11.0,10.0,24.0,0.0,14.0,14.0,47.0,18.0,11.0,10.0,8.0,14.0,10.0,12.0,5.0,12.0,32.0,19.0,13.0,13.0,11.0,24.0,30.0,8.0,13.0,17.0,9.0,11.0,23.0,7.0,8.0,7.0,12.0,12.0,13.0,6.0,16.0,32.0,11.0,31.0,11.0,9.0,7.0,17.0,43.0,8.0,15.0,2.0,12.0,10.0,5.0,12.0,12.0,13.0,1.0,8.0,17.0,32.0,22.0,2.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,0.0,12.0,8.0,10.0,1.0,7.0,0.0,12.0,9.0,7.0,18.0,7.0,27.0,0.0,21.0,0.0,0.0,1.0,10.0,2.0,9.0,0.0,23.0,24.0,0.0,0.0,2.0,3.0,4.0,5.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,31.0,25.0,26.0,23.0,33.0,13.0,11.0,33.0,26.0,5.0,19.0,22.0,20.0,36.0,27.0,27.0,3.0,14.0,35.0,15.0,7.0,10.0,34.0,18.0,28.0,4.0,10.0,10.0,13.0,18.0,12.0,16.0,14.0,6.0,25.0,21.0,5.0,9.0,5.0,6.0
616,2,89.27836802275598,39.042249111075726,105.22304891898492,77.10714626872009,42.951935425666285,161.28054915779532,105.25991593873717,104.53803453729157,106.0203466465712,160.9728499103134,14.738188476892498,12.157771297974696,15.216897597713881,16.551670711804896,2.8686199344156544,20.173842704999057,15.339006970228498,15.692132876067259,2.881216848047601,4.959435685091262,20.0,1.0,26.0,11.0,18.0,13.0,26.0,20.0,97.0,133.0,20.0,5.0,17.0,1.0,21.0,8.0,27.0,32.0,17.0,4.0,11.0,28.0,9.0,5.0,22.0,18.0,9.0,15.0,4.0,11.0,54.0,32.0,6.0,19.0,21.0,26.0,15.0,52.0,7.0,20.0,21.0,7.0,27.0,9.0,11.0,12.0,1.0,5.0,7.0,40.0,19.0,22.0,27.0,34.0,18.0,5.0,6.0,6.0,9.0,10.0,30.0,35.0,78.0,22.0,14.0,16.0,14.0,10.0,9.0,15.0,12.0,10.0,47.0,13.0,13.0,21.0,80.0,15.0,42.0,9.0,11.0,26.0,23.0,15.0,10.0,18.0,18.0,16.0,7.0,21.0,10.0,18.0,27.0,48.0,27.0,10.0,11.0,21.0,11.0,28.0,54.0,10.0,12.0,8.0,10.0,13.0,17.0,6.0,9.0,66.0,2.0,18.0,45.0,35.0,14.0,4.0,8.0,16.0,20.0,6.0,0.0,0.0,2.0,0.0,3.0,0.0,14.0,29.0,33.0,3.0,14.0,8.0,1.0,7.0,32.0,21.0,39.0,25.0,11.0,2.0,24.0,1.0,3.0,3.0,39.0,0.0,33.0,0.0,15.0,9.0,0.0,14.0,0.0,3.0,6.0,2.0,0.0,0.0,6.0,6.0,0.0,0.0,8.0,0.0,16.0,7.0,0.0,0.0,6.0,2.0,43.0,28.0,29.0,30.0,30.0,14.0,15.0,31.0,20.0,15.0,13.0,29.0,62.0,11.0,12.0,15.0,14.0,19.0,24.0,32.0,17.0,11.0,59.0,12.0,31.0,4.0,16.0,19.0,30.0,31.0,25.0,12.0,9.0,20.0,17.0,50.0,10.0,9.0,10.0,14.0
617,2,65.59124057517202,40.783208811734326,74.4508215108108,57.66353077976002,45.22669028882205,119.13268692861622,74.45403980058506,74.79786118779155,114.46462399113712,145.8773158639254,17.01436922592196,15.796828375531465,17.302901208286528,17.71857252617266,2.8702763785900216,29.351722152606577,17.312711413328795,18.958925305854127,2.7322279918246504,4.1651388779313985,15.0,1.0,20.0,9.0,21.0,12.0,20.0,12.0,100.0,128.0,33.0,21.0,17.0,2.0,7.0,21.0,18.0,28.0,33.0,4.0,4.0,34.0,8.0,19.0,15.0,14.0,9.0,16.0,9.0,24.0,18.0,20.0,14.0,38.0,16.0,20.0,20.0,7.0,14.0,40.0,25.0,22.0,28.0,16.0,7.0,20.0,16.0,21.0,17.0,17.0,14.0,11.0,20.0,36.0,11.0,34.0,8.0,18.0,9.0,10.0,39.0,33.0,23.0,27.0,14.0,15.0,17.0,9.0,31.0,15.0,5.0,28.0,12.0,18.0,22.0,17.0,33.0,20.0,18.0,25.0,7.0,18.0,19.0,16.0,21.0,17.0,17.0,43.0,21.0,9.0,25.0,58.0,41.0,4.0,22.0,22.0,28.0,13.0,24.0,16.0,26.0,21.0,14.0,3.0,7.0,34.0,15.0,20.0,26.0,19.0,0.0,12.0,28.0,12.0,13.0,3.0,6.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,5.0,13.0,7.0,12.0,7.0,4.0,0.0,18.0,11.0,6.0,20.0,21.0,10.0,0.0,24.0,0.0,0.0,1.0,6.0,0.0,10.0,0.0,14.0,8.0,2.0,9.0,0.0,2.0,4.0,1.0,1.0,0.0,2.0,4.0,0.0,0.0,2.0,0.0,1.0,6.0,2.0,0.0,3.0,0.0,24.0,28.0,36.0,24.0,57.0,10.0,25.0,41.0,29.0,16.0,18.0,19.0,8.0,13.0,17.0,26.0,9.0,18.0,30.0,52.0,11.0,25.0,23.0,22.0,32.0,24.0,14.0,8.0,19.0,14.0,33.0,9.0,24.0,32.0,19.0,20.0,21.0,13.0,13.0,18.0
618,2,77.61216287859355,35.98311375128984,92.91174274166424,63.44084734264818,45.72073720634595,158.0081063054743,92.91423962056562,91.75087647290201,106.32061521271928,156.64870966086912,13.136057447906426,12.049975081432658,13.55468941449095,13.91078641535376,2.4717323135930167,22.51509500136803,13.560049771691439,14.106408457452053,2.2713248157054786,3.7696164579279543,21.0,1.0,23.0,18.0,18.0,17.0,24.0,18.0,98.0,122.0,35.0,13.0,2.0,3.0,5.0,14.0,35.0,44.0,24.0,3.0,3.0,23.0,3.0,12.0,20.0,26.0,6.0,13.0,11.0,34.0,19.0,7.0,30.0,30.0,15.0,22.0,21.0,17.0,15.0,8.0,9.0,30.0,21.0,18.0,1.0,27.0,18.0,23.0,20.0,12.0,10.0,4.0,2.0,18.0,17.0,27.0,15.0,12.0,17.0,2.0,52.0,4.0,18.0,11.0,20.0,13.0,20.0,4.0,41.0,16.0,3.0,35.0,15.0,14.0,6.0,5.0,9.0,52.0,11.0,20.0,37.0,3.0,33.0,46.0,21.0,2.0,30.0,4.0,8.0,17.0,25.0,10.0,50.0,7.0,4.0,23.0,7.0,5.0,23.0,7.0,14.0,26.0,7.0,2.0,16.0,45.0,19.0,17.0,31.0,5.0,1.0,9.0,18.0,14.0,16.0,0.0,6.0,5.0,2.0,0.0,0.0,2.0,0.0,0.0,8.0,0.0,1.0,10.0,10.0,3.0,3.0,6.0,0.0,12.0,14.0,6.0,9.0,3.0,11.0,2.0,18.0,1.0,0.0,1.0,11.0,3.0,19.0,0.0,26.0,15.0,1.0,1.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,4.0,2.0,2.0,1.0,1.0,9.0,26.0,55.0,4.0,25.0,24.0,14.0,16.0,31.0,29.0,21.0,33.0,1.0,33.0,33.0,42.0,10.0,16.0,29.0,48.0,6.0,25.0,14.0,30.0,14.0,27.0,18.0,7.0,0.0,4.0,50.0,9.0,42.0,5.0,13.0,9.0,13.0,7.0,8.0,25.0
619,1,61.23788652200838,24.195912593306044,73.97744749673828,50.402692351629064,44.32047882734198,173.25289947872514,73.97744749673828,72.6209002964112,109.38617629552135,154.10522296976362,11.429058934029506,8.530724849735815,12.472166641010238,11.39648294177319,2.0515686496309935,20.40527955897735,12.472166641010238,13.231462481384769,2.210821086890775,3.6970215454453377,11.0,1.0,16.0,5.0,31.0,51.0,16.0,10.0,100.0,134.0,10.0,11.0,33.0,37.0,19.0,10.0,17.0,15.0,5.0,14.0,50.0,7.0,14.0,7.0,21.0,13.0,9.0,4.0,11.0,18.0,9.0,7.0,13.0,38.0,16.0,14.0,11.0,7.0,5.0,6.0,1.0,15.0,25.0,14.0,5.0,16.0,10.0,10.0,11.0,13.0,15.0,27.0,11.0,12.0,8.0,13.0,13.0,10.0,13.0,26.0,30.0,31.0,13.0,13.0,8.0,11.0,8.0,12.0,25.0,11.0,30.0,8.0,7.0,11.0,10.0,16.0,19.0,26.0,11.0,10.0,17.0,14.0,24.0,15.0,13.0,18.0,12.0,14.0,8.0,1.0,14.0,15.0,19.0,18.0,27.0,19.0,17.0,31.0,15.0,6.0,16.0,17.0,11.0,15.0,10.0,22.0,14.0,19.0,5.0,22.0,15.0,6.0,9.0,24.0,15.0,21.0,12.0,13.0,4.0,1.0,0.0,0.0,0.0,7.0,5.0,18.0,2.0,14.0,7.0,4.0,12.0,8.0,30.0,11.0,11.0,13.0,15.0,9.0,14.0,0.0,12.0,0.0,0.0,7.0,22.0,18.0,7.0,0.0,27.0,3.0,0.0,4.0,0.0,2.0,8.0,2.0,0.0,0.0,4.0,2.0,6.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,6.0,4.0,22.0,14.0,14.0,33.0,30.0,28.0,18.0,15.0,31.0,25.0,25.0,50.0,36.0,26.0,13.0,18.0,30.0,19.0,17.0,28.0,35.0,10.0,16.0,16.0,24.0,17.0,9.0,11.0,20.0,13.0,24.0,12.0,20.0,16.0,9.0,18.0,1.0,13.0,10.0,16.0
620,3,71.59094594310021,28.457189788515507,86.97492471623814,57.830427274833106,45.282419398993405,172.8185871922842,86.97535114873544,85.42354749720977,106.25541727209551,157.53181397013918,14.664386901871765,12.1773197302385,15.674799072224026,15.155826465937707,2.4415294891196933,24.599930234985838,15.674569848098473,16.11818818149035,2.477453425077784,5.092065583898669,31.0,1.0,43.0,17.0,20.0,23.0,43.0,38.0,96.0,133.0,39.0,7.0,5.0,3.0,7.0,10.0,25.0,24.0,11.0,2.0,15.0,4.0,12.0,2.0,18.0,19.0,8.0,9.0,0.0,10.0,16.0,100.0,9.0,7.0,6.0,17.0,6.0,51.0,10.0,5.0,2.0,8.0,8.0,13.0,43.0,15.0,5.0,6.0,4.0,21.0,10.0,23.0,45.0,43.0,5.0,3.0,4.0,26.0,1.0,7.0,21.0,14.0,144.0,17.0,4.0,5.0,6.0,3.0,6.0,2.0,10.0,7.0,45.0,2.0,6.0,8.0,17.0,4.0,126.0,7.0,5.0,56.0,5.0,9.0,6.0,36.0,9.0,8.0,9.0,6.0,7.0,0.0,21.0,42.0,47.0,5.0,14.0,15.0,3.0,5.0,141.0,4.0,4.0,1.0,33.0,10.0,7.0,4.0,13.0,19.0,0.0,20.0,69.0,46.0,10.0,6.0,7.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,11.0,0.0,15.0,32.0,27.0,9.0,5.0,12.0,2.0,13.0,8.0,15.0,62.0,46.0,6.0,0.0,17.0,0.0,0.0,0.0,49.0,0.0,30.0,0.0,22.0,15.0,1.0,10.0,0.0,12.0,9.0,8.0,0.0,0.0,14.0,5.0,2.0,0.0,5.0,0.0,8.0,7.0,0.0,0.0,12.0,1.0,7.0,21.0,45.0,30.0,10.0,20.0,15.0,11.0,22.0,18.0,12.0,22.0,94.0,12.0,39.0,15.0,4.0,19.0,10.0,58.0,12.0,9.0,87.0,11.0,44.0,3.0,7.0,3.0,44.0,30.0,22.0,8.0,9.0,5.0,2.0,87.0,2.0,1.0,3.0,0.0
621,2,91.04227094004129,39.9199577095393,105.72085195253707,81.78401918118284,41.046663983152186,162.8353372185956,105.72112613611172,105.68944918269959,107.83247383588656,161.09510086455333,18.833678616702773,17.293037083986555,18.80648786594711,20.576756648596326,2.2241220792019334,30.772250148470345,18.806510080143745,19.859143013904934,2.539053321057353,4.467830272392269,20.0,1.0,24.0,12.0,25.0,5.0,24.0,18.0,98.0,128.0,14.0,14.0,11.0,9.0,18.0,13.0,6.0,17.0,20.0,7.0,9.0,15.0,17.0,13.0,11.0,16.0,22.0,22.0,6.0,11.0,7.0,22.0,28.0,30.0,12.0,16.0,20.0,12.0,16.0,10.0,12.0,22.0,14.0,19.0,12.0,27.0,35.0,23.0,14.0,10.0,2.0,9.0,19.0,41.0,16.0,11.0,4.0,1.0,18.0,3.0,23.0,18.0,35.0,2.0,22.0,17.0,15.0,14.0,12.0,5.0,2.0,15.0,7.0,29.0,35.0,12.0,0.0,29.0,20.0,20.0,19.0,26.0,12.0,16.0,32.0,8.0,13.0,11.0,29.0,22.0,17.0,25.0,29.0,18.0,12.0,29.0,4.0,10.0,13.0,25.0,45.0,6.0,14.0,6.0,2.0,20.0,17.0,18.0,9.0,0.0,4.0,11.0,19.0,21.0,4.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,6.0,6.0,1.0,5.0,0.0,3.0,1.0,2.0,9.0,13.0,18.0,1.0,0.0,7.0,0.0,0.0,4.0,23.0,0.0,16.0,0.0,8.0,9.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,24.0,35.0,21.0,5.0,20.0,39.0,25.0,19.0,24.0,24.0,23.0,25.0,17.0,12.0,24.0,36.0,12.0,42.0,32.0,41.0,7.0,11.0,20.0,15.0,39.0,12.0,14.0,14.0,16.0,0.0,20.0,17.0,9.0,22.0,18.0,21.0,8.0,9.0,8.0,7.0
622,2,70.12565471422249,38.81256267050579,81.29169304196333,60.173684829676276,45.21737352461725,135.28067983844318,81.39540537663923,81.15304767719998,111.49154403320766,150.1162716440819,16.993304069037517,14.518024400006215,17.603701812997166,18.31982668645898,3.8547928369998914,27.24031584241279,17.973428526150936,18.593206402049564,3.329728039267162,5.406228750601906,26.0,1.0,35.0,15.0,16.0,37.0,35.0,29.0,99.0,135.0,20.0,15.0,4.0,6.0,13.0,8.0,22.0,14.0,16.0,12.0,14.0,20.0,15.0,9.0,17.0,17.0,13.0,17.0,10.0,20.0,47.0,35.0,4.0,24.0,7.0,35.0,19.0,24.0,3.0,16.0,31.0,10.0,9.0,9.0,32.0,25.0,7.0,11.0,9.0,50.0,29.0,21.0,22.0,20.0,11.0,11.0,12.0,19.0,6.0,8.0,24.0,21.0,65.0,61.0,12.0,11.0,18.0,10.0,16.0,11.0,30.0,19.0,32.0,4.0,4.0,11.0,70.0,21.0,24.0,27.0,12.0,30.0,10.0,27.0,13.0,27.0,20.0,12.0,15.0,7.0,16.0,8.0,18.0,31.0,24.0,16.0,26.0,29.0,13.0,15.0,43.0,22.0,6.0,5.0,22.0,14.0,10.0,6.0,18.0,84.0,12.0,33.0,34.0,28.0,11.0,6.0,10.0,17.0,29.0,0.0,6.0,0.0,4.0,5.0,8.0,2.0,20.0,20.0,18.0,3.0,13.0,8.0,6.0,18.0,9.0,13.0,41.0,67.0,5.0,3.0,18.0,6.0,4.0,1.0,37.0,3.0,10.0,0.0,11.0,8.0,0.0,4.0,3.0,0.0,7.0,7.0,1.0,0.0,5.0,1.0,0.0,2.0,1.0,0.0,1.0,4.0,0.0,0.0,10.0,4.0,28.0,16.0,20.0,21.0,25.0,48.0,23.0,16.0,20.0,16.0,27.0,15.0,77.0,36.0,16.0,22.0,20.0,23.0,18.0,13.0,28.0,21.0,60.0,32.0,17.0,14.0,15.0,15.0,20.0,52.0,22.0,3.0,10.0,12.0,7.0,30.0,9.0,4.0,19.0,22.0
