,label,gry,b,g,r,h,s,v,l,a,bl,gry_std,b_std,g_std,r_std,h_std,s_std,v_std,l_std,a_std,bl_std,gry_min,b_min,g_min,r_min,h_min,s_min,v_min,l_min,a_min,bl_min,orb_gry1,orb_gry2,orb_gry3,orb_gry4,orb_gry5,orb_gry6,orb_gry7,orb_gry8,orb_gry9,orb_gry10,orb_gry11,orb_gry12,orb_gry13,orb_gry14,orb_gry15,orb_gry16,orb_gry17,orb_gry18,orb_gry19,orb_gry20,orb_b1,orb_b2,orb_b3,orb_b4,orb_b5,orb_b6,orb_b7,orb_b8,orb_b9,orb_b10,orb_b11,orb_b12,orb_b13,orb_b14,orb_b15,orb_b16,orb_b17,orb_b18,orb_b19,orb_b20,orb_g1,orb_g2,orb_g3,orb_g4,orb_g5,orb_g6,orb_g7,orb_g8,orb_g9,orb_g10,orb_g11,orb_g12,orb_g13,orb_g14,orb_g15,orb_g16,orb_g17,orb_g18,orb_g19,orb_g20,orb_r1,orb_r2,orb_r3,orb_r4,orb_r5,orb_r6,orb_r7,orb_r8,orb_r9,orb_r10,orb_r11,orb_r12,orb_r13,orb_r14,orb_r15,orb_r16,orb_r17,orb_r18,orb_r19,orb_r20,orb_l1,orb_l2,orb_l3,orb_l4,orb_l5,orb_l6,orb_l7,orb_l8,orb_l9,orb_l10,orb_l11,orb_l12,orb_l13,orb_l14,orb_l15,orb_l16,orb_l17,orb_l18,orb_l19,orb_l20,orb_a1,orb_a2,orb_a3,orb_a4,orb_a5,orb_a6,orb_a7,orb_a8,orb_a9,orb_a10,orb_a11,orb_a12,orb_a13,orb_a14,orb_a15,orb_a16,orb_a17,orb_a18,orb_a19,orb_a20,orb_bl1,orb_bl2,orb_bl3,orb_bl4,orb_bl5,orb_bl6,orb_bl7,orb_bl8,orb_bl9,orb_bl10,orb_bl11,orb_bl12,orb_bl13,orb_bl14,orb_bl15,orb_bl16,orb_bl17,orb_bl18,orb_bl19,orb_bl20,orb_h1,orb_h2,orb_h3,orb_h4,orb_h5,orb_h6,orb_h7,orb_h8,orb_h9,orb_h10,orb_h11,orb_h12,orb_h13,orb_h14,orb_h15,orb_h16,orb_h17,orb_h18,orb_h19,orb_h20,orb_s1,orb_s2,orb_s3,orb_s4,orb_s5,orb_s6,orb_s7,orb_s8,orb_s9,orb_s10,orb_s11,orb_s12,orb_s13,orb_s14,orb_s15,orb_s16,orb_s17,orb_s18,orb_s19,orb_s20,orb_v1,orb_v2,orb_v3,orb_v4,orb_v5,orb_v6,orb_v7,orb_v8,orb_v9,orb_v10,orb_v11,orb_v12,orb_v13,orb_v14,orb_v15,orb_v16,orb_v17,orb_v18,orb_v19,orb_v20
12,2,77.2745408904743,36.947841689094744,91.40683257887086,64.88790843537699,44.749212508083524,152.99021632559402,91.41841027459652,90.73720369095551,107.8079423688035,155.73686296597617,11.598971430299395,9.878106842698674,12.1977789886407,12.295548596434193,2.5365866935141685,18.187494480899925,12.23873719799461,12.676612536756151,2.256773677933076,3.6652662360972887,13.0,1.0,17.0,7.0,20.0,22.0,17.0,11.0,100.0,130.0,11.0,17.0,26.0,17.0,31.0,15.0,22.0,22.0,15.0,11.0,22.0,7.0,9.0,4.0,16.0,18.0,9.0,19.0,6.0,10.0,21.0,9.0,16.0,14.0,16.0,13.0,18.0,8.0,26.0,17.0,17.0,11.0,11.0,10.0,7.0,17.0,21.0,26.0,10.0,11.0,16.0,17.0,20.0,18.0,28.0,14.0,3.0,12.0,3.0,12.0,5.0,35.0,22.0,22.0,25.0,18.0,16.0,24.0,20.0,27.0,16.0,22.0,9.0,12.0,22.0,27.0,24.0,22.0,13.0,15.0,11.0,16.0,5.0,12.0,21.0,16.0,24.0,17.0,19.0,22.0,24.0,21.0,8.0,21.0,23.0,17.0,18.0,22.0,11.0,21.0,24.0,15.0,10.0,48.0,6.0,23.0,18.0,17.0,3.0,16.0,12.0,15.0,13.0,25.0,17.0,11.0,5.0,15.0,4.0,5.0,28.0,4.0,1.0,13.0,10.0,11.0,7.0,8.0,4.0,17.0,8.0,7.0,11.0,18.0,14.0,10.0,19.0,8.0,31.0,11.0,30.0,9.0,20.0,22.0,17.0,6.0,7.0,0.0,19.0,11.0,0.0,5.0,16.0,3.0,3.0,3.0,1.0,1.0,6.0,8.0,8.0,18.0,7.0,5.0,1.0,2.0,0.0,0.0,4.0,8.0,23.0,22.0,21.0,32.0,27.0,25.0,19.0,20.0,53.0,11.0,16.0,31.0,16.0,19.0,6.0,20.0,21.0,10.0,18.0,51.0,18.0,4.0,15.0,22.0,29.0,12.0,7.0,36.0,21.0,7.0,4.0,12.0,19.0,14.0,23.0,24.0,15.0,27.0,22.0,26.0
13,3,64.59235595464226,39.17717824888189,75.03404132849825,53.789472169458364,48.52094053991826,123.63599263224545,75.09713348299084,74.57195648419963,112.3173199792782,146.59069245380763,16.428321648733753,15.095228167925994,17.217652917198368,17.09485641467509,4.6515417449543035,32.3676257835002,17.47564337238688,18.40989403303743,3.849875801084458,5.805731566480928,20.0,1.0,26.0,8.0,20.0,23.0,26.0,19.0,98.0,123.0,26.0,24.0,5.0,3.0,11.0,15.0,20.0,27.0,19.0,0.0,7.0,13.0,10.0,15.0,14.0,31.0,10.0,13.0,11.0,23.0,17.0,32.0,14.0,17.0,4.0,41.0,11.0,82.0,8.0,23.0,12.0,22.0,9.0,13.0,13.0,15.0,35.0,13.0,10.0,40.0,42.0,36.0,13.0,26.0,10.0,16.0,27.0,45.0,19.0,7.0,14.0,15.0,65.0,20.0,18.0,12.0,16.0,6.0,15.0,2.0,36.0,3.0,94.0,15.0,15.0,11.0,38.0,12.0,38.0,11.0,13.0,18.0,19.0,10.0,20.0,12.0,32.0,14.0,13.0,11.0,6.0,14.0,14.0,18.0,16.0,20.0,19.0,45.0,9.0,9.0,33.0,39.0,8.0,3.0,67.0,14.0,14.0,15.0,19.0,59.0,21.0,22.0,28.0,29.0,15.0,11.0,10.0,20.0,25.0,12.0,0.0,0.0,4.0,4.0,20.0,8.0,12.0,17.0,13.0,15.0,28.0,11.0,5.0,10.0,19.0,25.0,31.0,50.0,9.0,2.0,18.0,1.0,2.0,5.0,51.0,6.0,17.0,0.0,12.0,15.0,2.0,15.0,2.0,4.0,2.0,1.0,4.0,3.0,10.0,12.0,0.0,0.0,8.0,2.0,6.0,4.0,7.0,7.0,8.0,8.0,33.0,18.0,28.0,22.0,40.0,12.0,26.0,35.0,9.0,7.0,16.0,9.0,70.0,16.0,21.0,23.0,10.0,28.0,56.0,21.0,47.0,23.0,50.0,21.0,30.0,16.0,19.0,6.0,8.0,58.0,14.0,13.0,15.0,19.0,19.0,29.0,5.0,2.0,31.0,3.0
14,2,80.8069508134561,30.385360475179912,97.36187835483986,67.53157252378753,43.32035832355764,179.09144123327764,97.5536418897302,96.06097662128376,105.24904316708731,161.1870475039399,16.93251583712989,17.111985733956274,16.976405644878806,18.847580754189426,3.4094066987137333,30.828482113484448,17.494403571039232,17.848090255409726,4.015925242679967,5.031858337353122,19.0,1.0,26.0,8.0,17.0,2.0,26.0,19.0,95.0,125.0,15.0,11.0,23.0,7.0,14.0,18.0,19.0,13.0,10.0,14.0,13.0,12.0,18.0,8.0,33.0,13.0,24.0,21.0,18.0,11.0,16.0,21.0,12.0,42.0,12.0,49.0,12.0,27.0,5.0,8.0,23.0,14.0,26.0,15.0,24.0,14.0,15.0,11.0,8.0,31.0,14.0,9.0,28.0,30.0,9.0,16.0,6.0,28.0,5.0,22.0,27.0,32.0,76.0,15.0,13.0,7.0,10.0,6.0,26.0,16.0,17.0,16.0,34.0,6.0,16.0,20.0,49.0,27.0,33.0,15.0,10.0,36.0,9.0,20.0,9.0,31.0,15.0,14.0,19.0,10.0,14.0,23.0,19.0,24.0,35.0,11.0,27.0,14.0,17.0,10.0,52.0,13.0,13.0,14.0,22.0,27.0,11.0,6.0,11.0,48.0,1.0,13.0,40.0,51.0,21.0,7.0,8.0,11.0,28.0,14.0,1.0,7.0,1.0,7.0,8.0,5.0,13.0,14.0,5.0,5.0,7.0,11.0,21.0,12.0,20.0,8.0,25.0,73.0,20.0,2.0,15.0,6.0,16.0,7.0,14.0,0.0,8.0,1.0,41.0,10.0,2.0,3.0,0.0,2.0,4.0,17.0,6.0,1.0,4.0,11.0,4.0,2.0,4.0,1.0,2.0,2.0,2.0,5.0,3.0,0.0,28.0,23.0,24.0,26.0,20.0,22.0,28.0,23.0,30.0,23.0,25.0,17.0,56.0,24.0,31.0,17.0,7.0,22.0,22.0,28.0,8.0,6.0,61.0,9.0,27.0,20.0,7.0,9.0,25.0,51.0,22.0,7.0,24.0,15.0,12.0,44.0,7.0,17.0,20.0,10.0
15,3,74.04568476874469,40.40821500209053,86.1126241750332,63.22006700291615,45.439218405161235,134.95650102938922,86.11267180743806,85.92975278781881,110.40029214541643,151.48442684985736,15.611686550066711,10.908072645159333,17.144410243373294,16.013356702792606,2.51442587897419,21.786715105610078,17.14460487371586,17.430407812731705,3.1226320958392697,5.964047544669946,37.0,2.0,48.0,26.0,26.0,17.0,48.0,44.0,98.0,132.0,9.0,16.0,7.0,6.0,7.0,7.0,9.0,28.0,13.0,1.0,12.0,9.0,9.0,18.0,14.0,23.0,4.0,6.0,30.0,20.0,5.0,7.0,17.0,22.0,17.0,15.0,20.0,7.0,24.0,21.0,11.0,13.0,12.0,16.0,10.0,14.0,30.0,19.0,20.0,4.0,1.0,2.0,21.0,16.0,21.0,30.0,5.0,14.0,7.0,2.0,32.0,4.0,43.0,5.0,10.0,7.0,17.0,11.0,38.0,12.0,1.0,24.0,6.0,14.0,16.0,17.0,5.0,40.0,23.0,15.0,34.0,24.0,15.0,17.0,20.0,18.0,6.0,5.0,4.0,13.0,17.0,2.0,28.0,23.0,18.0,11.0,15.0,1.0,29.0,14.0,46.0,8.0,7.0,7.0,11.0,35.0,6.0,12.0,15.0,3.0,0.0,2.0,0.0,4.0,12.0,4.0,2.0,6.0,0.0,7.0,14.0,5.0,1.0,0.0,25.0,6.0,1.0,0.0,0.0,43.0,3.0,0.0,7.0,19.0,17.0,2.0,2.0,0.0,29.0,16.0,32.0,9.0,8.0,7.0,7.0,0.0,1.0,0.0,13.0,15.0,0.0,1.0,5.0,2.0,3.0,5.0,7.0,0.0,3.0,6.0,2.0,9.0,3.0,1.0,1.0,3.0,0.0,3.0,6.0,0.0,30.0,31.0,15.0,29.0,30.0,32.0,22.0,27.0,18.0,22.0,19.0,17.0,11.0,37.0,21.0,25.0,7.0,17.0,33.0,30.0,1.0,7.0,24.0,7.0,16.0,31.0,22.0,14.0,15.0,7.0,33.0,11.0,38.0,1.0,10.0,28.0,9.0,7.0,6.0,11.0
16,3,64.8078408574175,44.863851954181776,71.62375741807737,59.04603093287899,44.59832729910033,98.88971455871432,71.70798533364801,72.81793692547673,117.36340088988148,142.4503168691828,16.99880743829172,15.980091923458593,17.17437946779268,17.669803223098928,4.824906239725593,24.06894316975562,17.515338637252068,18.885679253988844,2.3044878965366284,3.4448329615996007,14.0,2.0,16.0,9.0,11.0,5.0,16.0,11.0,103.0,124.0,11.0,26.0,3.0,18.0,4.0,12.0,25.0,18.0,20.0,6.0,8.0,16.0,8.0,46.0,10.0,30.0,15.0,9.0,7.0,49.0,55.0,31.0,17.0,18.0,12.0,7.0,7.0,24.0,6.0,11.0,15.0,23.0,19.0,31.0,10.0,8.0,12.0,20.0,28.0,52.0,13.0,3.0,18.0,12.0,7.0,46.0,22.0,16.0,26.0,12.0,18.0,15.0,51.0,74.0,7.0,16.0,16.0,6.0,28.0,1.0,9.0,16.0,32.0,24.0,14.0,5.0,107.0,45.0,28.0,18.0,13.0,13.0,13.0,13.0,15.0,20.0,1.0,8.0,8.0,5.0,14.0,13.0,20.0,10.0,13.0,25.0,15.0,7.0,34.0,7.0,12.0,6.0,3.0,7.0,35.0,38.0,13.0,12.0,13.0,127.0,2.0,10.0,41.0,34.0,15.0,12.0,11.0,12.0,10.0,8.0,0.0,1.0,1.0,0.0,17.0,2.0,14.0,20.0,21.0,9.0,6.0,15.0,11.0,25.0,9.0,16.0,52.0,32.0,11.0,0.0,18.0,1.0,2.0,3.0,24.0,2.0,15.0,0.0,19.0,11.0,13.0,1.0,2.0,2.0,2.0,2.0,6.0,2.0,1.0,3.0,0.0,5.0,1.0,8.0,3.0,4.0,13.0,11.0,2.0,1.0,37.0,23.0,17.0,23.0,56.0,20.0,25.0,24.0,21.0,7.0,27.0,24.0,38.0,21.0,23.0,21.0,12.0,14.0,40.0,27.0,15.0,18.0,87.0,24.0,4.0,42.0,14.0,3.0,14.0,42.0,14.0,15.0,32.0,13.0,18.0,18.0,18.0,5.0,7.0,3.0
17,3,73.98450086138659,26.184509813051477,90.34021860595057,60.11175327094101,44.323922102714526,182.0203007868883,90.37134492713136,88.65747660287751,105.25458048144527,160.06023303999623,14.81224151684281,10.787341526770687,16.075366161419502,15.649552409774484,2.293797542682141,20.741749228291987,16.179303772318438,16.58579341784868,3.105239024701304,5.274471503009454,30.0,1.0,40.0,20.0,21.0,56.0,40.0,35.0,95.0,143.0,5.0,7.0,8.0,9.0,13.0,9.0,9.0,3.0,9.0,14.0,39.0,4.0,8.0,17.0,3.0,8.0,4.0,8.0,9.0,9.0,8.0,44.0,8.0,9.0,12.0,24.0,7.0,29.0,6.0,26.0,4.0,2.0,6.0,5.0,31.0,7.0,8.0,10.0,2.0,44.0,4.0,41.0,31.0,44.0,5.0,10.0,5.0,2.0,10.0,4.0,14.0,14.0,126.0,9.0,12.0,9.0,7.0,4.0,7.0,5.0,26.0,8.0,28.0,12.0,5.0,26.0,22.0,17.0,79.0,13.0,5.0,67.0,4.0,5.0,8.0,32.0,2.0,14.0,4.0,4.0,4.0,3.0,11.0,44.0,29.0,20.0,10.0,37.0,12.0,5.0,131.0,2.0,6.0,5.0,11.0,11.0,13.0,5.0,7.0,16.0,8.0,19.0,27.0,25.0,10.0,16.0,19.0,26.0,19.0,1.0,0.0,0.0,0.0,0.0,22.0,3.0,6.0,19.0,12.0,28.0,10.0,5.0,4.0,34.0,33.0,22.0,16.0,50.0,32.0,0.0,29.0,0.0,0.0,1.0,10.0,6.0,7.0,0.0,21.0,22.0,0.0,10.0,0.0,1.0,6.0,9.0,1.0,0.0,7.0,11.0,3.0,0.0,5.0,0.0,2.0,10.0,0.0,0.0,13.0,2.0,9.0,21.0,15.0,82.0,9.0,11.0,12.0,6.0,10.0,9.0,14.0,26.0,89.0,17.0,13.0,16.0,16.0,15.0,19.0,12.0,28.0,6.0,69.0,7.0,48.0,15.0,8.0,3.0,26.0,5.0,7.0,11.0,5.0,6.0,18.0,95.0,3.0,0.0,1.0,6.0
18,2,86.29709416439276,40.563582108605814,100.89456970973558,75.08358466178372,42.97026345604544,154.58903410088243,100.92289402715944,100.5306700496274,107.5295929276972,158.4673352801315,16.434670313698607,13.332426370062887,17.111369784139978,17.309124537646245,2.363675319364395,20.818426083773005,17.21245482436888,17.782362196505414,2.5507624051738835,4.083135387852772,30.0,4.0,38.0,20.0,17.0,39.0,38.0,34.0,99.0,140.0,10.0,5.0,1.0,10.0,11.0,2.0,3.0,9.0,7.0,4.0,5.0,3.0,13.0,6.0,6.0,6.0,5.0,6.0,9.0,8.0,10.0,5.0,18.0,8.0,4.0,9.0,10.0,7.0,9.0,11.0,4.0,13.0,5.0,6.0,15.0,9.0,16.0,5.0,6.0,5.0,2.0,22.0,23.0,24.0,6.0,8.0,6.0,3.0,8.0,6.0,2.0,14.0,13.0,3.0,5.0,14.0,3.0,6.0,5.0,12.0,11.0,9.0,5.0,4.0,16.0,12.0,1.0,22.0,9.0,7.0,15.0,29.0,3.0,13.0,15.0,7.0,6.0,10.0,6.0,10.0,8.0,24.0,6.0,12.0,20.0,8.0,5.0,21.0,14.0,6.0,26.0,3.0,11.0,5.0,3.0,6.0,9.0,5.0,8.0,2.0,2.0,5.0,9.0,16.0,10.0,3.0,2.0,3.0,4.0,1.0,0.0,0.0,0.0,1.0,5.0,3.0,2.0,19.0,2.0,4.0,12.0,6.0,8.0,17.0,4.0,7.0,10.0,11.0,14.0,0.0,19.0,0.0,1.0,0.0,5.0,0.0,2.0,0.0,20.0,13.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,5.0,20.0,40.0,24.0,36.0,36.0,13.0,20.0,35.0,15.0,16.0,23.0,16.0,10.0,12.0,11.0,9.0,41.0,30.0,34.0,16.0,7.0,4.0,4.0,23.0,9.0,8.0,6.0,16.0,0.0,2.0,9.0,3.0,15.0,8.0,30.0,4.0,10.0,4.0,6.0
19,2,95.15517249451081,32.94868768616872,113.30126263453823,83.27432924003165,41.51821386603995,182.39945037710496,113.5206951278318,112.13480273968754,104.06933956301702,166.8562413097317,19.147372129985076,16.751484261084748,18.758181470969525,23.77938893965856,4.202135030626094,28.34803571099821,19.203542362918395,19.65340339836342,4.138156517152676,7.12703345294397,19.0,1.0,19.0,23.0,12.0,30.0,26.0,16.0,94.0,137.0,7.0,7.0,29.0,22.0,18.0,23.0,9.0,11.0,4.0,15.0,6.0,9.0,5.0,5.0,11.0,10.0,21.0,14.0,11.0,6.0,14.0,33.0,2.0,16.0,7.0,34.0,21.0,22.0,9.0,29.0,21.0,11.0,21.0,4.0,61.0,14.0,19.0,3.0,2.0,25.0,13.0,34.0,51.0,45.0,11.0,4.0,7.0,9.0,6.0,41.0,7.0,41.0,60.0,11.0,11.0,13.0,6.0,14.0,4.0,10.0,20.0,6.0,22.0,7.0,15.0,26.0,18.0,12.0,35.0,9.0,6.0,62.0,12.0,7.0,17.0,76.0,14.0,24.0,26.0,24.0,3.0,41.0,7.0,27.0,63.0,6.0,16.0,29.0,7.0,44.0,72.0,11.0,8.0,14.0,14.0,7.0,6.0,14.0,2.0,13.0,9.0,12.0,24.0,38.0,22.0,17.0,8.0,8.0,30.0,21.0,5.0,4.0,2.0,16.0,5.0,11.0,20.0,21.0,6.0,7.0,7.0,6.0,19.0,8.0,10.0,25.0,27.0,79.0,2.0,4.0,8.0,8.0,14.0,19.0,29.0,2.0,4.0,2.0,27.0,15.0,1.0,8.0,5.0,5.0,4.0,2.0,1.0,0.0,5.0,11.0,4.0,1.0,5.0,1.0,2.0,6.0,0.0,0.0,5.0,5.0,20.0,14.0,32.0,45.0,29.0,34.0,19.0,19.0,25.0,20.0,11.0,16.0,82.0,16.0,18.0,7.0,21.0,14.0,14.0,20.0,29.0,4.0,39.0,2.0,35.0,4.0,11.0,27.0,57.0,15.0,4.0,21.0,5.0,31.0,14.0,61.0,7.0,8.0,28.0,0.0
20,2,87.42965883660389,36.79241453154099,104.15342964868746,73.88317830519483,43.74648966563653,165.95557720705767,104.18285708486204,103.0480257382232,104.99845225590046,161.3492116654234,14.2246535520379,11.818651436338785,14.676945538676758,15.918114554182534,2.634469882718068,20.678310564708344,14.783921246767152,15.131489471445928,2.3158660115932936,4.896051656628046,33.0,1.0,44.0,22.0,18.0,11.0,44.0,39.0,96.0,132.0,18.0,12.0,21.0,10.0,3.0,12.0,9.0,16.0,8.0,0.0,16.0,8.0,8.0,7.0,7.0,11.0,14.0,6.0,18.0,17.0,30.0,10.0,16.0,22.0,20.0,18.0,12.0,35.0,8.0,11.0,49.0,11.0,8.0,7.0,16.0,11.0,6.0,11.0,20.0,21.0,12.0,20.0,25.0,21.0,3.0,26.0,11.0,4.0,11.0,18.0,20.0,26.0,63.0,18.0,4.0,3.0,13.0,8.0,13.0,17.0,20.0,16.0,23.0,13.0,6.0,11.0,56.0,18.0,30.0,16.0,20.0,23.0,10.0,14.0,23.0,20.0,12.0,16.0,13.0,2.0,14.0,28.0,19.0,17.0,24.0,13.0,19.0,23.0,13.0,3.0,59.0,16.0,2.0,4.0,12.0,26.0,7.0,8.0,12.0,32.0,12.0,6.0,36.0,28.0,7.0,16.0,3.0,3.0,10.0,13.0,0.0,4.0,6.0,5.0,0.0,0.0,10.0,10.0,4.0,5.0,21.0,4.0,2.0,8.0,13.0,18.0,28.0,15.0,15.0,0.0,21.0,13.0,13.0,13.0,10.0,6.0,10.0,1.0,25.0,21.0,0.0,9.0,3.0,6.0,2.0,2.0,0.0,0.0,2.0,9.0,0.0,1.0,1.0,0.0,8.0,3.0,1.0,0.0,6.0,3.0,14.0,15.0,26.0,41.0,24.0,17.0,25.0,14.0,22.0,18.0,19.0,33.0,29.0,59.0,16.0,22.0,20.0,25.0,31.0,25.0,24.0,13.0,40.0,12.0,20.0,29.0,7.0,4.0,21.0,20.0,18.0,12.0,11.0,18.0,9.0,44.0,20.0,5.0,8.0,4.0
21,2,81.16510670970742,35.89696530541615,94.03730919590572,73.16008348608477,40.974137697968544,159.1799384668624,94.03783368750034,94.23452344261145,109.90013031182914,157.92969109067215,18.21548938526624,13.453894302194664,19.332988844802262,19.476684287009252,2.6404531226392693,25.206356584822263,19.334425767981763,20.00955279491405,3.1920226226561277,5.910216386974166,21.0,1.0,25.0,18.0,22.0,27.0,25.0,19.0,98.0,122.0,18.0,20.0,18.0,15.0,13.0,9.0,21.0,28.0,27.0,6.0,12.0,17.0,9.0,19.0,20.0,13.0,5.0,17.0,17.0,26.0,34.0,16.0,15.0,22.0,16.0,13.0,33.0,10.0,8.0,15.0,19.0,8.0,24.0,31.0,10.0,9.0,16.0,25.0,14.0,15.0,4.0,17.0,12.0,25.0,19.0,21.0,10.0,11.0,15.0,9.0,48.0,17.0,6.0,9.0,11.0,12.0,19.0,22.0,24.0,19.0,15.0,36.0,21.0,21.0,22.0,28.0,9.0,36.0,6.0,13.0,27.0,14.0,27.0,18.0,18.0,10.0,26.0,19.0,9.0,23.0,24.0,19.0,37.0,18.0,12.0,16.0,11.0,20.0,15.0,23.0,11.0,21.0,10.0,20.0,12.0,24.0,13.0,28.0,20.0,5.0,8.0,4.0,5.0,10.0,13.0,10.0,4.0,2.0,3.0,2.0,3.0,1.0,0.0,6.0,12.0,2.0,4.0,6.0,2.0,7.0,17.0,2.0,8.0,9.0,9.0,7.0,2.0,1.0,19.0,2.0,31.0,1.0,6.0,11.0,6.0,7.0,5.0,0.0,14.0,14.0,0.0,1.0,2.0,2.0,0.0,4.0,0.0,1.0,0.0,5.0,0.0,7.0,4.0,0.0,1.0,7.0,1.0,0.0,2.0,5.0,15.0,29.0,43.0,15.0,30.0,23.0,19.0,21.0,27.0,31.0,17.0,26.0,17.0,26.0,32.0,39.0,19.0,18.0,20.0,33.0,18.0,13.0,1.0,6.0,27.0,20.0,20.0,14.0,11.0,11.0,34.0,18.0,29.0,7.0,13.0,17.0,11.0,21.0,14.0,25.0
22,3,84.39541069911311,41.764352751707676,100.71639519967123,68.62409271898306,46.6459452105003,150.55360940962174,100.73462689716835,99.43008035719244,105.1153711591539,157.18208928700346,13.948073743026061,12.66400748059248,14.266307848123839,15.265274646296639,3.04944985716078,21.896019463098877,14.342693700910273,14.778905366100169,2.3376082160385745,4.578318616207682,36.0,2.0,49.0,24.0,21.0,32.0,49.0,45.0,96.0,137.0,11.0,19.0,5.0,7.0,4.0,4.0,20.0,17.0,24.0,3.0,8.0,18.0,3.0,15.0,14.0,19.0,6.0,12.0,9.0,4.0,50.0,25.0,11.0,3.0,6.0,8.0,18.0,39.0,39.0,18.0,35.0,8.0,11.0,2.0,22.0,5.0,13.0,13.0,9.0,35.0,6.0,28.0,15.0,34.0,7.0,17.0,9.0,8.0,14.0,12.0,14.0,16.0,130.0,3.0,7.0,6.0,11.0,3.0,13.0,5.0,15.0,18.0,42.0,11.0,10.0,22.0,75.0,9.0,61.0,5.0,17.0,21.0,13.0,8.0,18.0,8.0,7.0,4.0,4.0,5.0,7.0,7.0,16.0,43.0,18.0,15.0,19.0,25.0,8.0,6.0,100.0,5.0,5.0,5.0,13.0,10.0,6.0,7.0,12.0,39.0,1.0,23.0,43.0,36.0,11.0,4.0,15.0,14.0,24.0,6.0,1.0,0.0,0.0,0.0,3.0,2.0,11.0,16.0,29.0,3.0,7.0,5.0,3.0,27.0,20.0,22.0,20.0,15.0,39.0,0.0,58.0,3.0,3.0,2.0,10.0,1.0,9.0,0.0,23.0,24.0,0.0,16.0,0.0,4.0,14.0,0.0,0.0,0.0,12.0,9.0,2.0,3.0,1.0,0.0,17.0,7.0,0.0,0.0,2.0,1.0,34.0,9.0,21.0,31.0,44.0,26.0,22.0,34.0,6.0,19.0,29.0,5.0,66.0,22.0,12.0,34.0,9.0,18.0,24.0,29.0,19.0,8.0,99.0,13.0,32.0,15.0,8.0,2.0,10.0,23.0,13.0,15.0,13.0,10.0,6.0,56.0,6.0,5.0,1.0,8.0
23,3,75.5427947701872,42.10620980945828,86.96541774434662,65.88931969722137,44.45144863915715,133.73552428635836,86.9849227629737,87.22323517547397,111.27502550838813,151.23554089647155,15.650578009235264,14.944625664280473,15.897564536445868,16.772592583292305,3.15647652740643,28.18047302697361,15.984157246111367,16.910911286362705,2.6820854628445567,5.051906559436532,30.0,1.0,40.0,20.0,17.0,17.0,40.0,35.0,100.0,130.0,41.0,18.0,2.0,6.0,8.0,10.0,14.0,31.0,18.0,3.0,21.0,30.0,5.0,13.0,22.0,27.0,5.0,7.0,15.0,30.0,29.0,21.0,23.0,13.0,20.0,16.0,13.0,53.0,7.0,32.0,21.0,26.0,19.0,10.0,22.0,20.0,25.0,16.0,21.0,16.0,11.0,25.0,29.0,41.0,10.0,18.0,12.0,27.0,15.0,7.0,31.0,22.0,73.0,22.0,7.0,7.0,14.0,8.0,24.0,11.0,16.0,16.0,42.0,9.0,11.0,28.0,33.0,25.0,39.0,17.0,13.0,30.0,16.0,10.0,8.0,38.0,17.0,20.0,13.0,11.0,18.0,15.0,26.0,37.0,28.0,19.0,18.0,26.0,13.0,8.0,65.0,14.0,2.0,10.0,39.0,16.0,7.0,17.0,17.0,25.0,7.0,8.0,4.0,13.0,34.0,14.0,23.0,21.0,5.0,3.0,1.0,9.0,12.0,1.0,46.0,1.0,3.0,17.0,3.0,43.0,6.0,4.0,3.0,42.0,31.0,16.0,14.0,7.0,43.0,7.0,61.0,16.0,2.0,5.0,15.0,7.0,5.0,0.0,11.0,17.0,1.0,5.0,0.0,7.0,4.0,7.0,3.0,0.0,10.0,6.0,1.0,5.0,7.0,2.0,6.0,3.0,0.0,2.0,14.0,6.0,11.0,20.0,24.0,82.0,27.0,26.0,11.0,24.0,32.0,18.0,16.0,19.0,15.0,23.0,26.0,27.0,20.0,17.0,32.0,30.0,21.0,20.0,48.0,18.0,40.0,14.0,16.0,4.0,25.0,40.0,17.0,15.0,22.0,12.0,11.0,46.0,6.0,13.0,9.0,17.0
